,pct_change,log_diff
2007-01-01,0.04444567611440009,0.04348629119751024
2008-01-01,0.031141067056084326,0.030666021141692923
2009-01-01,-0.017506744743495672,-0.01766180014116081
2010-01-01,0.02270325005712226,0.022449366743156673
2011-01-01,0.0383441735982093,0.03762730357929023
2012-01-01,0.0480137549630939,0.046896710777502904
2013-01-01,0.03432217889933176,0.03374631256273375
2014-01-01,0.032285890460422406,0.031775654334797565
2015-01-01,0.05142624289260955,0.05014756904283857
2016-01-01,0.02447178847985154,0.02417715145076116
2017-01-01,0.0415835992098037,0.04074224658188541
2018-01-01,0.05068817891583577,0.04944535797435812
2019-01-01,0.04640483170320686,0.0453603191635068
2020-01-01,0.020668447587157246,0.020457753425910497
